"Genes"	"Topic"	"count"
"1997"	"CBY1"	"pneumonia"	0
"1998"	"DVL1"	"pneumonia"	0
"1999"	"FZD1"	"pneumonia"	0
"2000"	"DYNLRB1"	"pneumonia"	0
"2001"	"ALS2CL"	"pneumonia"	0
"2002"	"SLITRK2"	"pneumonia"	1
"2003"	"ANXA11"	"pneumonia"	0
"2004"	"ANO1"	"pneumonia"	0
"2005"	"ILK"	"pneumonia"	4
"2006"	"FXYD3"	"pneumonia"	0
"2007"	"VOPP1"	"pneumonia"	0
"2008"	"PRELID1"	"pneumonia"	0
"2009"	"ST8SIA1"	"pneumonia"	0
"2010"	"ZFP36L1"	"pneumonia"	1
"2011"	"CUTA"	"pneumonia"	1
"2012"	"HMGCLL1"	"pneumonia"	0
"2013"	"FAM220A"	"pneumonia"	0
"2014"	"PCDHB10"	"pneumonia"	0
"2015"	"MIR130A"	"pneumonia"	0
"2016"	"PCDHB15"	"pneumonia"	0
"2017"	"HERPUD2"	"pneumonia"	0
"2018"	"SIGIRR"	"pneumonia"	5
"2019"	"OTUD1"	"pneumonia"	0
"2020"	"SCARA3"	"pneumonia"	0
"2021"	"TMEM230"	"pneumonia"	0
"2022"	"OTUB1"	"pneumonia"	0
"2023"	"YIF1B"	"pneumonia"	0
"2024"	"PLXNA3"	"pneumonia"	1
"2025"	"CNKSR1"	"pneumonia"	0
"2026"	"BST2"	"pneumonia"	2
"2027"	"RFXANK"	"pneumonia"	3
"2028"	"RPS28"	"pneumonia"	0
"2029"	"FAM109A"	"pneumonia"	0
"2030"	"C4orf46"	"pneumonia"	0
"2031"	"MFSD10"	"pneumonia"	0
"2032"	"ADGRL3"	"pneumonia"	0
"2033"	"OXLD1"	"pneumonia"	0
"2034"	"TAZ"	"pneumonia"	32
"2035"	"HNRNPUL1"	"pneumonia"	0
"2036"	"FGFRL1"	"pneumonia"	0
"2037"	"SCAND1"	"pneumonia"	0
"2038"	"INF2"	"pneumonia"	1
"2039"	"EGLN3"	"pneumonia"	0
"2040"	"ERGIC3"	"pneumonia"	0
"2041"	"THAP7"	"pneumonia"	0
"2042"	"UNC93B1"	"pneumonia"	0
"2043"	"NDUFB9"	"pneumonia"	0
"2044"	"H3F3A"	"pneumonia"	0
"2045"	"IFI27L2"	"pneumonia"	0
"2046"	"EVA1B"	"pneumonia"	0
"2047"	"ZFPM1"	"pneumonia"	0
"2048"	"CD2BP2"	"pneumonia"	0
"2049"	"FLOT1"	"pneumonia"	0
"2050"	"HDAC4"	"pneumonia"	0
"2051"	"TMEM55B"	"pneumonia"	0
"2052"	"CLN3"	"pneumonia"	1
"2053"	"DPP7"	"pneumonia"	0
"2054"	"DPH7"	"pneumonia"	0
"2055"	"TMEM138"	"pneumonia"	0
"2056"	"SPAG7"	"pneumonia"	0
"2057"	"PCDHB16"	"pneumonia"	0
"2058"	"MRPL14"	"pneumonia"	0
"2059"	"TARBP2"	"pneumonia"	0
"2060"	"RANGRF"	"pneumonia"	0
"2061"	"RBM42"	"pneumonia"	0
"2062"	"TM2D1"	"pneumonia"	0
"2063"	"GABARAPL2"	"pneumonia"	0
"2064"	"TRIP6"	"pneumonia"	0
"2065"	"ZNF837"	"pneumonia"	0
"2066"	"TEAD3"	"pneumonia"	0
"2067"	"EXOSC4"	"pneumonia"	0
"2068"	"BAX"	"pneumonia"	53
"2069"	"TIMM44"	"pneumonia"	0
"2070"	"FLAD1"	"pneumonia"	1
"2071"	"NR1H2"	"pneumonia"	1
"2072"	"MMP24"	"pneumonia"	0
"2073"	"TMEM65"	"pneumonia"	0
"2074"	"COL21A1"	"pneumonia"	0
"2075"	"NHP2"	"pneumonia"	1
"2076"	"ID2"	"pneumonia"	0
"2077"	"DUSP22"	"pneumonia"	0
"2078"	"COASY"	"pneumonia"	0
"2079"	"MPV17"	"pneumonia"	0
"2080"	"SNRPD2"	"pneumonia"	0
"2081"	"COMMD7"	"pneumonia"	0
"2082"	"ANKRD16"	"pneumonia"	0
"2083"	"MRPL11"	"pneumonia"	0
"2084"	"POLR2K"	"pneumonia"	1
"2085"	"MFSD5"	"pneumonia"	0
"2086"	"UBE2J2"	"pneumonia"	0
"2087"	"BCKDK"	"pneumonia"	0
"2088"	"RHOG"	"pneumonia"	0
"2089"	"C19orf24"	"pneumonia"	0
"2090"	"UCK1"	"pneumonia"	0
"2091"	"STYXL1"	"pneumonia"	0
"2092"	"ALKBH2"	"pneumonia"	0
"2093"	"SMAD7"	"pneumonia"	5
"2094"	"PUS1"	"pneumonia"	0
"2095"	"VPS25"	"pneumonia"	0
"2096"	"NUDT16L1"	"pneumonia"	0
"2097"	"EDF1"	"pneumonia"	0
"2098"	"COX4I1"	"pneumonia"	0
"2099"	"ATF6B"	"pneumonia"	0
"2100"	"TEX264"	"pneumonia"	0
"2101"	"DAXX"	"pneumonia"	0
"2102"	"SLC19A1"	"pneumonia"	0
"2103"	"KCNS3"	"pneumonia"	0
"2104"	"TMEM147"	"pneumonia"	0
"2105"	"PDZRN3"	"pneumonia"	0
"2106"	"SLC35C2"	"pneumonia"	0
"2107"	"MGAT1"	"pneumonia"	0
"2108"	"MPLKIP"	"pneumonia"	0
"2109"	"SLC10A3"	"pneumonia"	0
"2110"	"PSD4"	"pneumonia"	0
"2111"	"ZFYVE27"	"pneumonia"	0
"2112"	"SNX17"	"pneumonia"	0
"2113"	"SCAMP3"	"pneumonia"	0
"2114"	"PEX16"	"pneumonia"	0
"2115"	"AAR2"	"pneumonia"	0
"2116"	"P2RX4"	"pneumonia"	1
"2117"	"CTBP2"	"pneumonia"	2
"2118"	"TMEM219"	"pneumonia"	0
"2119"	"GSTK1"	"pneumonia"	1
"2120"	"TSPAN13"	"pneumonia"	0
"2121"	"RHOB"	"pneumonia"	3
"2122"	"URM1"	"pneumonia"	0
"2123"	"MST1R"	"pneumonia"	0
"2124"	"SUMO3"	"pneumonia"	0
"2125"	"MVK"	"pneumonia"	0
"2126"	"GTF3C2"	"pneumonia"	0
"2127"	"LEPROTL1"	"pneumonia"	0
"2128"	"KAT8"	"pneumonia"	0
"2129"	"STAP2"	"pneumonia"	0
"2130"	"TMEM62"	"pneumonia"	0
"2131"	"BRMS1"	"pneumonia"	0
"2132"	"TMEM179B"	"pneumonia"	0
"2133"	"VPS28"	"pneumonia"	0
"2134"	"RBM12"	"pneumonia"	0
"2135"	"C17orf62"	"pneumonia"	0
"2136"	"BLCAP"	"pneumonia"	0
"2137"	"ATP6V0B"	"pneumonia"	0
"2138"	"PSMB4"	"pneumonia"	0
"2139"	"APEH"	"pneumonia"	1
"2140"	"MFSD3"	"pneumonia"	0
"2141"	"NUDT22"	"pneumonia"	0
"2142"	"PIGO"	"pneumonia"	1
"2143"	"MINDY2"	"pneumonia"	0
"2144"	"TM7SF2"	"pneumonia"	0
"2145"	"MRPL4"	"pneumonia"	0
"2146"	"JTB"	"pneumonia"	0
"2147"	"FARSA"	"pneumonia"	0
"2148"	"RENBP"	"pneumonia"	0
"2149"	"TANGO2"	"pneumonia"	0
"2150"	"AP5S1"	"pneumonia"	0
"2151"	"HTRA2"	"pneumonia"	0
"2152"	"NUBP2"	"pneumonia"	0
"2153"	"WRB"	"pneumonia"	0
"2154"	"UBE2I"	"pneumonia"	0
